name, math, english, programming_1, programming_2, statistics
Lynn Dunn,45,5,49,60,15
Latrice Weston,58,91,67,74,62
Dennis Demarest,72,87,47,69,5
Andra Brown,88,65,68,37,6
Roy Giannotti,49,9,15,47,12
Angela Worthen,26,48,90,96,76
John Darling,11,90,21,36,100
Deborah Calcote,31,56,40,6,24
Susan Plourde,10,89,7,97,20
Ellen Dardy,86,3,45,14,76
Gerald Stone,90,62,1,77,64
Gilda Sears,70,59,23,73,62
Jerry Smithson,31,69,4,68,63
Keith Palmer,13,9,41,25,21
Johnny Belisle,13,35,58,22,33
Patrick Meyers,77,78,13,42,84
Polly Bolar,21,13,62,51,29
Donald Johnson,62,66,51,100,53
Brianna Brantley,21,92,33,44,80
Joseph Boyd,68,99,58,85,81
Christine Curtis,59,63,3,31,66
Paul Baker,44,12,26,6,100
Roxanne Traub,94,31,33,82,98
Stephanie King,57,87,41,16,6
Elizabeth Budge,62,53,41,88,38
Steve Mcdonald,16,8,59,90,59
Edward Moore,92,97,29,71,82
Florence Nelson,11,63,67,29,61
Beverly Murray,70,39,86,33,94
Elias Carter,66,16,21,33,74
Elena Martin,21,94,5,74,54
Thomas Gonsalves,67,18,63,10,79
Norma Garcia,28,81,0,88,43
Katie Dix,51,60,21,83,89
Marcelino Mcnair,54,12,61,39,7
Louis Robbins,71,13,84,42,8
Nora Hall,14,30,36,21,6
Amanda Roland,99,16,75,96,50
Cheryl Smith,48,44,74,19,22
Deana Zombory,97,72,48,83,78
Barbara Noel,7,73,58,71,2
Christine Caggiano,19,70,67,63,37
Carley Smalls,87,26,6,13,76
Steven Smith,34,23,51,58,14
Mark Holland,61,26,60,78,74
Manual Bowman,27,86,23,76,59
Clay Chapman,38,61,39,40,50
Walter Gault,75,34,34,90,65
Shirley Lenard,24,83,56,75,93
Maria Galloway,6,96,46,45,77
Howard Rodriguez,47,38,59,52,38
Jack Coleman,81,21,87,45,48
Jose Mcneill,100,67,41,52,77
Ricardo Dickert,76,36,22,70,98
Cory Dardon,69,48,72,27,71
Roxanne Freyman,13,40,95,17,3
Christopher Sutter,85,11,55,61,99
Brandon Ford,13,60,31,29,3
Jill Murphy,33,72,68,81,48
Derrick Hart,2,22,55,66,83
Cecil Roberts,36,62,11,71,48
Valencia Jones,63,65,21,45,20
Charlie Leonard,26,25,32,86,79
Jay Wise,72,51,80,76,40
Kimberly Brown,40,32,72,74,91
Phillip Whittmore,53,87,93,52,92
Larry Wright,80,86,40,24,73
Robert Overbay,1,65,7,34,75
Adriane Parker,35,72,43,62,59
Dana Walker,47,22,100,4,63
Donna March,37,3,48,18,59
Steven Caplinger,42,10,43,27,18
Charlotte Chavira,24,64,90,78,14
Alvina Smith,11,77,100,14,64
Val Elliott,27,77,48,26,10
Carolyn Williams,14,76,93,79,19
Regina Colbeth,31,9,27,12,87
Janice Lawrence,0,21,81,47,25
Sook Honokaupu,67,26,42,52,26
Mary Smith,59,84,5,56,47
Sandra Barrie,32,22,92,46,39
John Henderson,85,64,71,41,4
Jackson Blass,64,90,11,52,86
Shaun Porter,89,42,59,87,83
Emerson Rowan,64,98,39,20,51
Noe Adams,23,83,60,1,94
Lydia Zelaya,70,40,33,68,84
Justin Kaiser,42,62,61,59,53
Harrison Amidon,69,55,79,75,94
Rhonda Mowry,22,26,97,86,11
Richard Nichols,45,38,71,45,1
Andrew Green,44,91,89,46,15
Michael Kittinger,79,20,85,56,9
Jason Taylor,86,90,26,74,54
Dale Celadon,85,94,28,80,48
Florence Christopher,27,72,9,99,13
Sylvia Shields,36,78,24,62,23
Lois Procter,87,61,57,38,98
Stacy Rodriquez,68,18,72,7,48
Carrol Smith,97,62,55,88,36
Archie Wick,61,17,94,98,4
Brenda Stahl,96,74,13,17,47
Janice Callahan,9,82,99,91,57
Merry Wilcox,70,86,54,31,35
Stacie Cho,53,96,30,55,22
Gloria Smith,46,60,21,39,37
Rhonda Smith,88,100,81,26,61
Marian Tolbert,25,27,47,43,74
Antoinette Schott,55,28,18,43,50
Bradley Akers,30,39,11,33,14
Melissa Burr,76,57,78,31,59
Michael Schneider,32,6,62,17,8
Gloria Coulter,45,12,54,8,15
Mary Siegal,53,76,98,89,29
Era Mallon,24,81,27,39,64
Billy Tourville,41,6,8,44,36
Nakia Nelson,4,17,94,76,12
William Tate,69,78,60,93,58
Claudia Gibson,33,88,72,82,22
Robert Burns,95,30,30,63,11
Amy Gildea,79,92,27,98,7
Courtney Pugh,27,53,19,23,54
Daniel Brooks,58,83,76,28,18
Candace Holliday,10,76,9,26,54
Max Saiz,68,27,72,79,74
Michelle Gonzales,71,3,47,79,46
Karen Clark,93,44,63,40,65
Wanda Haynes,70,85,29,21,21
Vincent Spirer,67,19,55,55,98
Joshua Benjamin,70,97,17,35,62
Brandi Scheller,34,69,31,34,49
Ronald Juelfs,26,84,41,1,14
Kimberly Miller,46,65,30,82,91
Alvin Robinson,84,24,0,83,68
Christine Walker,74,82,81,17,60
William Krauss,61,99,12,44,55
Mildred Fiscalini,49,66,88,69,100
Petra Morel,51,2,7,4,95
Earl Lyon,87,35,22,56,77
Rosa Molacek,42,18,9,93,98
John Crews,82,48,92,8,11
Geneva Riojas,90,46,19,99,8
Kurt Weaver,66,63,41,57,6
Alana Dower,98,36,93,61,71
Donald Merz,14,17,60,67,94
Latricia Sylvester,22,55,96,29,34
Douglas Foster,35,52,17,86,23
Rosa Williams,50,32,58,99,70
Andrew Clark,30,65,8,16,9
Kyle Hawkins,36,92,49,2,82
Jonathan Walker,85,31,26,32,28
Elsie Schneider,60,6,31,48,94
Jaime Marra,6,18,14,46,51
James Kim,82,8,38,27,26
Roy Walker,27,85,5,28,87
James Espino,32,83,93,39,26
Deborah Kwak,59,59,4,32,35
Adeline Elamin,35,87,20,69,61
Michael Solorio,99,6,30,81,94
Amber Mckay,34,1,48,92,55
Earl Singleton,25,55,22,73,83
Janice Devins,16,44,18,78,68
Melissa Mathis,71,7,52,98,92
Dorothy Oshima,48,74,79,0,6
Sandra Meyers,94,16,94,86,16
Beth Adams,71,69,77,9,88
Mark Hilyer,96,25,16,90,18
Lester Haring,24,43,90,48,9
Sharon Sacks,18,69,88,35,80
Shirley Thompson,19,31,1,23,48
Jamie Nieves,76,64,26,28,86
Bruce Regalado,74,80,76,87,83
Tresa Way,74,92,10,11,51
Leonard Sisneros,81,92,57,59,9
Laurie Canady,44,18,97,3,91
Susan Bird,91,51,73,46,93
Stephen Thrasher,70,47,88,62,49
Wanda Robertson,32,79,60,21,93
Anastasia Green,100,97,2,62,55
Elizabeth Bain,4,96,7,3,5
Josephine Clow,35,92,85,2,3
Regina Chicoine,19,85,40,88,54
Imelda Tilley,75,87,0,31,21
Andrew Acuna,23,75,92,23,84
Florence Newman,91,63,34,36,5
Kaitlin Basta,15,89,28,94,0
Kevin Bickford,59,52,98,67,5
William Garrison,88,79,81,40,70
Patricia Smith,56,16,37,34,20
Timothy Erickson,70,97,0,34,33
Matilda Benford,77,17,26,74,85
Mary Lane,97,66,2,66,50
Jennifer Byers,42,52,15,1,61
Margaret Overstreet,98,28,24,2,89
Patrice Ramirez,77,60,25,98,75
Gayle Freeman,46,23,4,57,0
Lloyd Zaller,18,98,98,45,57
Ervin Walker,30,16,53,11,29
Donna Moreno,87,15,39,41,42
Dorothy Hoopes,94,3,40,4,69
William Markus,15,37,79,75,60
Hilary Mccloud,24,41,34,16,9
Ashley Joel,83,35,82,43,30
Phillip Hull,14,71,32,53,58
Lucile Das,24,16,51,79,67
Marion Shaw,46,87,7,65,74
Van Richardson,97,80,30,11,44
Lance Patel,45,37,76,16,22
Dawn Mcmillian,32,59,56,45,73
Tracey Weatherford,49,100,38,55,67
Daniel Foor,42,14,3,96,42
Francisco Mattila,78,29,91,7,65
Patricia King,17,8,78,24,93
Angela Ryan,92,67,49,84,45
Matthew Nguyen,19,66,84,51,28
Andrew Russell,41,18,90,49,16
Shirley Holtzclaw,34,68,66,72,52
Cynthia Cardona,43,98,6,44,99
Nora Bruton,73,28,57,62,50
James Mccabe,50,42,68,62,96
Walter Kane,8,50,80,5,30
Helen Mitchell,16,68,97,61,65
Jennifer Dison,74,5,61,83,47
Jean Whited,89,88,76,55,27
Brett Frink,80,72,89,1,53
Ella Clemons,29,14,51,70,54
Anne Gates,18,5,13,48,50
Byron Hyslop,39,84,98,0,86
Brock Hildreth,92,63,14,20,93
Scott Arnold,18,77,48,54,38
Aurelio Froneberger,77,56,86,84,19
Audrey Isip,89,56,95,83,80
James Polit,95,51,22,95,20
Robert Vandenheuvel,40,23,49,70,44
Michael Crider,15,5,91,63,21
Frank Green,7,69,60,37,57
Carlos Terry,52,84,92,37,70
Allison Martinez,85,32,56,76,58
Heriberto Morgan,83,13,84,52,64
Virginia Franklin,12,84,16,76,42
Thomas Wilcox,88,21,19,71,47
Arturo Perez,97,2,8,7,85
Marcella Mcelveen,92,65,55,31,13
Concetta Bowl,93,88,53,41,100
Louise Bertolino,55,67,94,45,57
Harry Byrd,10,43,61,62,4
Melba Caulder,5,21,70,99,49
Joseph Alberding,100,3,50,52,10
Antonio Nelson,35,70,65,21,87
Sherrie Tripp,28,55,26,83,77
Alice Mcclure,46,26,10,18,17
Joe Kim,17,63,9,9,4
Ronald Bertolami,37,50,29,50,87
John Wilson,41,52,21,24,71
Grant Davis,1,59,36,79,85
Tammy Mclellan,89,73,3,70,6
Joseph Giddens,89,71,59,26,12
Donald Flye,54,64,51,9,89
Nicholas Obrien,89,65,88,17,11
William Stewart,37,8,2,7,33
John Strickland,11,0,28,54,57
Stephen Thomas,93,41,43,49,73
Mary Thorne,69,38,18,62,8
Michael Arnold,17,91,30,44,96
Shane Montenegro,70,37,78,23,98
James Berkley,8,35,33,28,10
Michael Ziegler,100,16,55,95,43
Robert Hatton,88,48,80,27,72
David Gehring,87,38,66,96,42
Lydia Clay,8,50,67,91,23
Christian Smallwood,64,75,37,20,40
Anthony Brumley,35,4,34,94,50
Delbert Le,36,55,34,59,69
Patrick Capone,68,52,96,31,58
Robert Brock,28,82,25,98,86
Kimberly Cooney,22,64,98,78,0
Beulah Blake,41,31,20,68,98
Bruce Henry,60,58,85,92,47
Brent Huff,46,71,96,80,62
Anna Dabney,88,73,2,44,36
Larisa Clark,43,7,20,97,37
Helen Carroll,72,85,81,8,47
James Castillo,20,8,65,88,53
Linda Rowles,58,44,82,17,65
Lynn Pitcher,61,94,10,73,7
Harold Lamm,78,76,31,29,71
Shirley Ortiz,35,47,8,49,78
David Rockmore,48,22,82,98,10
Jerome Johnson,39,55,41,34,82
Joe Albero,65,21,13,93,69
Lindsay Casper,51,24,97,51,87
Leslie Cook,41,63,91,65,4
Catherine Brothers,8,44,60,22,4
Harry Barnes,43,50,64,32,73
Kenneth Hood,48,0,93,74,2
Andy Walker,69,54,47,100,61
Leslie Numbers,47,61,68,41,72
Johnnie Keller,56,54,2,90,22
Michelle Elmore,93,8,16,27,55
William Tanner,70,74,63,7,18
David Heil,20,77,0,75,72
Scott Anderson,43,0,51,59,73
Lanie Mathis,10,21,39,18,5
Martha Crilly,95,66,73,75,70
John Davis,54,54,76,48,19
Linda Brinton,15,54,17,7,9
Jessica Stickland,62,5,21,25,49
Margaret Parker,98,50,63,68,32
Anna Dallas,67,52,64,100,95
Barbara Herrera,94,6,56,15,52
Margaret Boes,25,74,31,18,40
Douglas Minteer,55,49,83,58,67
Matthew Hester,92,98,22,53,28
Robert Steele,23,2,66,50,48
James Helbig,96,32,54,63,35
Aubrey Dixon,89,9,13,72,52
Nicholas Hill,92,51,7,21,78
Stella Ray,70,27,67,38,68
Kathleen Lucero,50,94,15,68,1
Arthur Watson,1,85,36,73,16
Roderick Vandyke,95,21,11,4,49
Viola Allen,32,67,81,40,6
Monica Orr,44,98,10,73,0
Juanita Lievano,13,23,30,56,91
Frances Hurst,77,1,46,73,71
Mark Sweeney,79,57,90,2,26
Rose Patterson,7,2,61,71,70
Mitchell Sisson,8,10,50,26,68
Magdalena Eggimann,36,78,58,57,44
Faye Sawyer,72,61,34,57,17
Kyle Hunt,5,100,81,94,33
Sharon Enstad,29,76,69,34,44
Ruby Decesare,43,96,53,89,0
Phyllis Florence,14,95,54,14,5
Eduardo Schnipper,79,69,61,75,11
Ada Watson,77,100,21,93,25
Gary Richey,50,80,7,80,44
Crystal Jamal,84,42,25,89,41
Michelle Nipper,45,40,92,28,36
Mary Medrano,100,41,8,90,81
Beth Mcguire,38,20,29,0,40
Betty Fitzpatrick,81,88,45,75,25
Aron Smith,86,14,49,80,15
Penny Manalili,49,47,7,64,30
Jonathan Grier,48,20,15,52,61
April Hummer,79,88,45,93,2
Arthur Hess,12,86,21,9,17
Angelina Meiners,99,51,21,51,27
Miguel Wheller,39,56,25,59,87
Joan Pena,92,37,26,33,87
Joyce Barney,64,50,18,34,8
Louise Luster,76,66,81,58,56
Sally Miranda,18,48,44,18,73
David Blankenship,31,62,66,54,5
April Lloyd,78,74,68,15,6
Vito Farmer,26,78,53,37,81
Raul Brock,33,86,97,26,67
Theresa Clay,85,62,92,78,53
Raina Edelen,30,15,83,13,61
Carl Mosley,38,3,54,44,29
Orpha Wisbey,25,85,97,34,34
Charles Frantz,57,58,5,37,93
Jason Kilgore,50,18,6,11,75
Jessica Hayes,38,50,90,3,95
Stanley Singleton,92,39,33,32,55
Thomas Blair,12,88,91,89,9
Jeffery Freitas,43,78,65,97,85
Dillon Whetsel,64,60,50,27,36
Josephine Thomas,6,51,88,97,66
Michael Davignon,75,11,100,10,47
Janet Rice,71,69,35,44,97
Glen Kilgore,98,14,47,24,19
Carol Martin,18,43,37,70,18
Thelma Berry,8,5,7,90,27
Daniel Hall,88,9,88,20,1
John Snowden,70,28,0,16,92
Carmen Caldwell,29,96,9,71,12
William Davis,60,85,60,56,36
Willard Simpson,93,88,76,54,7
Stephen Rhoads,13,7,10,97,6
Samuel Yeager,92,3,36,40,22
Ashley Doucett,30,5,11,61,1
Beth Hutchinson,25,52,52,42,27
Lou Washington,60,26,65,75,71
Christopher Johnson,61,35,42,82,41
Christian Hunter,28,13,71,20,54
Chris Montoya,6,49,94,32,99
Daniel Remus,54,20,35,52,73
Cheryl Shaw,94,52,94,54,38
Sue George,74,35,21,19,94
John Blakeley,62,56,29,71,83
Ethel Watring,72,99,60,54,47
Laurie Simpson,80,20,28,81,79
Mary Dunaway,23,69,33,28,83
Frank Kohn,3,78,21,67,6
Robert Sawin,16,92,52,85,76
Kellie Harris,66,92,5,76,65
Katherine Athayde,2,57,24,53,89
Jason Davis,25,52,63,9,70
Rosemarie Mann,40,83,57,24,4
Jacqueline Burtner,47,35,56,41,29
John Jackson,48,69,78,27,66
Fairy Grulkey,14,73,67,59,48
Mark Watkins,5,66,32,12,99
Joseph Mcclain,49,21,57,90,65
Willard Story,42,8,52,35,94
Cheryl Nine,54,80,63,85,35
Ian Couch,69,74,15,63,85
Kenneth Huie,82,45,2,5,8
Ronald Krag,63,44,0,15,30
Colin Nguyen,67,85,47,92,67
Jody Christian,55,69,20,37,56
Dallas Cooper,56,19,26,93,32
Justin Carter,22,19,37,92,82
Pauline Darling,2,30,67,44,17
Sean Ponce,0,86,79,2,20
Carolyn Martinez,36,45,17,71,75
Mark Cuneo,5,94,42,97,88
Elaine Garcia,17,8,23,62,76
Jacob Jones,58,40,22,67,87
Jessica Hester,51,2,20,17,10
Beulah Cruz,87,7,29,24,21
Junior Moran,22,100,12,74,16
Ginger Tubb,74,33,24,64,33
Douglas Pioske,20,48,75,99,16
Katharina Cox,57,39,43,84,53
Michael Perillo,79,10,33,46,48
Holly Hansen,8,40,98,12,68
Reba Noel,25,28,71,71,28
Randy Hall,17,13,15,17,9
Leroy Robinson,50,48,88,54,11
Martin Jacques,98,41,25,0,11
Phillip Gordon,34,97,50,13,91
Lloyd Jones,36,27,56,84,25
Robert Sims,27,42,68,84,36
Joy Merwin,4,36,64,92,0
Wilma Veney,98,87,50,18,55
Brigitte Westmark,30,33,90,83,25
Judith Richardson,90,87,84,48,80
Eugene Watkins,3,0,17,52,93
Robert Warden,44,13,12,47,77
Catherine Mccarty,39,18,22,61,91
Charles Crum,62,73,77,45,85
Charles Sanders,51,17,46,82,0
Terry Briceno,11,35,63,54,6
Latanya Brooks,74,41,46,81,4
Robert Ramos,84,63,50,10,62
Keith Hankin,25,10,79,19,48
Arlene Meece,25,63,25,1,71
Richard Garcia,89,79,61,12,74
