name, math, english, programming_1, programming_2, statistics
Marie Mcgraw,50,14,56,17,24
Betty Miya,4,100,15,81,79
Marie Jones,82,53,2,92,78
Scott Oneal,97,89,63,6,64
Matthew Flood,56,49,6,72,10
Twila Ransom,74,45,4,76,45
Grace Ferreira,3,23,91,18,25
Robert Sayle,9,89,28,54,6
Birdie Gholston,52,81,32,89,93
Julie Kimble,28,23,68,22,83
Aaron Bernard,33,69,89,67,35
Nancy Root,24,60,46,54,91
Raymond Kearney,16,86,61,21,71
Daniel Robinson,0,15,0,65,34
Judith King,94,37,42,90,34
Allan Roach,7,22,28,32,6
Tammy Byrne,69,17,50,17,6
Edward Lennox,84,71,56,79,37
Trent Taylor,34,19,15,22,93
Harold Johnson,79,73,20,34,15
Kenneth Coulter,21,34,26,14,60
Victor Maselli,17,100,3,29,44
Mae Watson,59,50,62,43,17
Laura Stephens,68,52,39,45,45
Jeff Hall,54,2,15,81,87
Teresa Williams,21,90,98,31,34
Gertie Barnes,52,61,38,52,21
Jane Mitchell,79,37,50,35,18
Kelly Evans,40,37,56,40,23
Edward Uson,9,45,46,47,88
Carolyn Cobbs,42,42,5,12,88
Marie Steib,85,39,2,12,11
James Boss,47,19,45,47,66
Ruth Emerson,50,46,9,36,94
Ricardo Gray,80,87,62,12,33
Carlos James,77,83,37,58,92
Christopher Martin,75,73,4,51,11
Lonnie Coley,5,37,22,25,77
Alice Driver,89,40,89,59,41
Keith Obradovich,67,63,1,2,18
Mathew Simpson,86,50,9,29,12
Byron Bernier,89,9,87,50,37
Elizabeth Edwards,60,79,12,33,14
Shari Lebaron,81,59,21,21,82
Lindsay Hand,51,3,75,75,1
Dorothy Bilodeau,1,32,96,80,52
Mary Ferguson,1,85,80,56,15
Thomas Peloquin,96,8,31,20,65
Lori Johnson,93,31,12,24,4
Virginia Pollick,52,18,82,85,52
Lisa Banks,63,22,65,20,10
John Bouthillette,19,63,19,29,25
Glenna Bissonnette,2,93,10,78,32
Timothy Carey,86,33,51,71,45
Suzanne Szymczak,1,41,59,20,97
Bryan Hatcher,61,3,29,12,27
Harriette Williams,23,27,17,8,74
Jose Conover,96,6,20,63,99
Beatrice Swift,0,54,16,76,15
Shannon Wilson,6,42,91,33,53
Eric Davis,8,47,57,89,56
Kayla Taylor,15,82,91,76,24
Bryan Brown,21,80,93,32,67
Lavern Bedward,34,66,2,83,98
Elizabeth Sanders,49,88,49,41,67
Lacy Goodson,90,96,9,23,10
Mitzi Opunui,28,47,66,97,47
Rufus Gardner,2,36,72,49,79
Elizabeth Whitham,37,83,18,92,51
Kenneth Doty,69,45,78,5,64
Nathan Mcsherry,86,12,49,75,77
Shawn Boyce,84,33,71,25,49
Don Rode,6,56,97,33,85
Charles Simmons,61,69,35,47,90
James Karle,3,50,24,33,7
Virgil Williams,46,16,18,81,71
Lois Sanchez,75,83,48,18,23
John Smith,4,44,50,92,97
Stella Zunich,21,97,92,44,42
Monty Falls,65,24,93,92,62
Donna Markell,88,15,10,19,5
Gloria Thomas,68,69,0,42,83
Jason Walsh,78,11,19,55,62
Russell Santarelli,74,69,77,79,4
Sheryl Achee,38,11,64,47,53
Michael Musgrove,88,5,85,95,12
Richard Large,0,64,26,93,94
Christopher Sak,22,72,19,48,48
Robert Maurer,67,2,4,24,66
Martha Brooks,1,79,62,46,42
Terrence Delker,37,85,38,95,31
Brian Lettieri,31,34,13,89,0
Howard Vasquez,54,32,17,95,95
Hilton Gay,38,28,1,67,28
Cynthia Culbertson,100,93,38,23,88
Jennifer Cox,22,16,78,60,44
Noah Reed,15,68,25,20,11
Richard Rees,20,6,77,100,50
Gary Green,78,51,67,81,22
Heather Greer,8,65,59,65,16
Randy Newell,91,68,15,26,4
Melissa Tyre,51,41,99,69,72
Benjamin Murray,58,75,76,19,63
Jennifer Johnson,49,82,74,25,80
Elmira Byram,8,33,10,3,11
Benjamin Woolard,59,31,33,63,28
Susan Kahn,34,83,60,22,48
Maria Warnick,34,77,35,16,88
Steven Nguyen,5,61,9,24,79
Grace Mendoza,1,42,71,13,6
Donna Adkins,84,12,71,53,74
Felix Ragone,22,44,46,40,100
Harvey Anderson,14,45,43,10,5
Iola Quarles,19,89,13,76,3
Raymond Davis,80,93,39,76,78
Tammy Yundt,58,98,77,92,71
Marilyn Steiner,9,96,29,33,40
Fred Smith,92,84,70,51,95
Cassandra Watkins,50,88,69,26,87
Virginia Cole,64,24,75,5,47
Michael Mosby,15,12,60,34,36
Kory Estrada,5,69,84,60,18
Michael Estrada,20,30,93,4,85
James Haines,20,84,98,26,64
Mike Kattner,53,79,70,8,42
Kari Pridgen,47,63,64,63,72
Scott Holsten,71,2,9,23,44
Richard Aaron,90,1,97,20,59
Robert Kuhl,43,94,26,11,60
Julia Harrell,64,34,55,25,99
Sara Woods,58,86,78,63,96
Lorenzo Enriquez,67,60,40,37,5
Rhonda Servais,81,55,20,66,54
Gregory Griffin,32,7,5,77,18
Iona Wise,33,20,20,44,63
Charles Hom,8,99,25,73,31
Katie Graber,72,93,53,99,3
Elsie Lloyd,3,34,82,95,38
Deborah Hakes,27,38,47,28,31
Oscar Harrigan,23,24,48,48,52
Floyd Jackson,59,68,97,55,44
Melissa Greer,32,93,45,38,53
Tammy Robinson,34,19,4,3,8
Crystal Navarro,30,38,14,44,85
Vincent Leu,78,64,68,29,21
Marilyn Hacker,77,21,58,86,18
Gary Ickes,92,100,85,51,16
Richard Williams,11,13,29,13,15
Cory Cobb,88,1,62,6,57
Virginia Cole,50,33,13,80,78
Leila Tackitt,81,74,41,41,49
Christopher Terry,36,80,70,76,75
Vicente Gravitt,21,63,73,92,48
Dorothy Downes,4,50,100,63,7
Jesus Nelson,13,93,15,55,40
Shawn Burkins,49,1,1,27,31
Teresa Metcalf,47,41,6,8,67
Kimberly Bunnell,28,16,71,23,64
Stephen Collins,75,67,80,72,45
Jerry Caddell,79,94,36,52,96
Ryan Sharp,20,79,64,36,72
Shelli Lemmo,44,40,35,43,63
Erin Myers,34,50,52,6,55
John Bean,34,69,42,98,91
Adrian Naquin,70,14,81,87,22
Shay Dobkins,90,95,33,21,23
Dustin Madan,83,63,77,88,15
Ricardo Evans,24,98,97,6,65
Gregory Kelly,100,36,1,97,32
Linda Mcginnis,82,31,79,40,11
William Hamed,29,63,13,77,43
Miranda Latham,70,20,81,79,77
Alice Mcdonald,69,18,77,10,81
Cody Trejo,81,53,74,20,27
Eileen Ashton,51,3,51,39,27
Scott Ellison,66,90,24,81,50
Ronald Welch,66,6,89,69,86
Beth Kennedy,62,95,58,6,90
Pamela Lewis,18,23,45,37,41
Rufus Land,22,47,16,63,43
Mary Noble,41,53,73,73,45
Howard Grant,48,51,22,62,8
Rosalia Lett,43,40,54,32,56
Lillian Wendolski,49,62,80,58,94
Kara Goodwin,92,32,78,41,10
Benjamin Meneses,30,34,75,37,48
Paul Fewell,10,98,77,39,66
Mark Noel,73,27,94,78,9
Milagros Charles,1,0,86,37,87
Ella Barton,75,6,73,61,82
Cheri Wall,29,18,7,100,44
Sarah George,71,15,6,65,89
Delores Lundy,93,56,26,85,77
Catherine Masters,93,37,31,56,79
Orpha Littlejohn,7,73,51,23,29
Hazel Hunt,74,81,27,79,63
Johnathan Balderrama,91,1,4,1,55
Lewis Walters,73,89,53,7,37
Christin Francis,1,0,41,36,11
Andrew Caulder,51,14,58,83,29
Dora Peters,30,27,89,1,16
James Otis,74,67,41,52,0
Ronald Olsen,9,85,27,90,46
Linda Smith,29,7,10,12,66
Wendy Jones,73,97,61,84,66
Nicholas Summers,45,93,75,66,9
Marion Miller,85,85,88,82,73
Kenneth Garner,22,91,21,79,36
Robert Blanton,47,19,53,45,5
Douglas Collins,74,62,47,53,26
Irmgard Webb,81,74,60,16,44
Timothy Vargo,70,4,77,34,50
Laura Mills,85,44,95,99,32
Myong Jones,100,57,21,61,12
Linda Gilmore,5,67,99,36,8
Michael Snow,53,4,69,28,29
Jesse Gomez,56,62,22,94,23
Samuel Miller,41,35,100,68,82
Alex Reed,48,67,51,63,94
James Marc,8,7,59,59,86
Lori Blattner,17,91,74,9,21
Leslie Brown,84,1,17,78,73
William Bruno,14,50,39,56,61
Ray Patterson,31,41,13,63,4
Lawrence Johnston,73,38,15,25,31
Michelle Medina,68,83,51,42,67
Agnes Hershberger,48,71,26,37,91
Clarence Donovan,15,35,3,92,13
Maryjo Montague,89,10,100,3,14
Marie Norman,45,44,1,12,23
Karen Dibari,28,32,24,79,70
Doug Popp,39,81,65,19,79
Norene Haggins,43,32,65,17,60
Robert Wallace,85,89,69,16,62
Hazel Fuqua,89,29,47,95,23
William Thomas,100,96,26,60,11
George Durkin,57,79,48,89,99
Amy Baran,23,31,33,31,97
Frances Bingham,41,11,17,89,94
Kevin Doss,94,76,100,44,69
Glen Freeman,98,41,16,79,66
Milton Mccarty,21,17,87,73,1
Eugene Villarreal,39,33,72,99,96
Robert Hiner,46,29,60,13,12
Javier Douglass,63,32,17,85,54
Mary White,10,81,72,80,36
Joanna Yawn,1,72,10,72,7
Trevor Foster,86,43,97,47,50
Helen Briant,27,24,94,71,83
Charles Sprague,62,100,92,39,37
James Needham,2,21,39,26,40
Arthur Webb,51,84,37,70,83
Maria Belmont,56,70,71,41,64
Adam Bryant,26,42,64,66,58
Barbara Johnson,12,44,53,88,67
Greg Golden,8,74,28,87,63
Richard Hadden,68,24,27,79,6
Ralph Lee,97,36,66,96,25
Juan Young,2,71,24,63,37
Tristan George,65,78,86,4,37
Jason Dudziak,32,85,64,35,62
Ann Rand,89,29,64,65,39
Barbara Huntington,42,23,36,27,58
Maria Keels,57,53,57,4,18
Robert Watts,30,32,40,19,76
Angelica Jimenez,27,82,100,95,70
Olivia Webster,28,1,60,13,11
Myrtle Boggs,17,34,49,54,29
Ashley Niedzwiecki,88,10,71,8,10
Garfield Odle,44,47,62,61,59
James Rodriguez,30,45,35,11,80
Claudia Mosby,91,62,9,38,72
Ronald Fresh,82,22,69,54,3
Miquel Dickens,72,68,60,57,97
Joann Querry,46,43,20,99,78
Clara Fejes,100,80,12,76,77
Nora Whittington,97,8,98,12,74
Walter Davis,43,62,77,37,42
Joyce Fuller,53,32,25,96,14
David Bell,56,4,86,43,16
Robyn Alexander,82,69,2,80,64
Lillie Graham,58,42,69,56,25
Carl Greco,74,39,65,8,53
Louise Mccracken,27,58,76,74,32
Dolores Pugh,29,83,64,89,80
Nellie Sheneman,55,36,70,70,3
Barbara Jamal,49,22,81,17,48
Wallace Powers,59,66,62,48,43
Matthew Paz,4,87,72,29,46
Stefanie Rosemond,48,21,21,37,86
Sandra Wilder,0,20,40,79,79
Alma Miller,61,88,81,23,32
Juanita Bodin,35,13,37,2,56
Ethel Pawlowski,64,64,42,60,58
Stephen Ashburn,71,84,60,48,46
Danny Singer,61,62,59,28,68
Charles Macdonald,55,94,34,58,100
Carl Mease,8,16,97,44,44
Natalie Narcisse,0,77,5,89,63
Paul Macias,86,48,86,100,37
Jennifer Conley,60,28,46,81,96
Shirley Coleman,51,63,32,8,24
Michelle Morrow,64,61,41,95,70
Janet Brandon,67,79,93,62,13
Floyd Jackson,5,94,25,35,6
Gladys Cork,18,62,49,61,89
Martha Cutshall,61,98,100,96,79
Gregory Yoder,2,75,46,27,87
Mary Berg,89,91,87,74,32
Ina George,84,7,67,3,59
Barbara Melton,80,1,36,92,87
Donald Seng,3,71,29,80,28
Lourdes Smiler,0,41,88,99,97
Anita Hatten,35,70,17,43,33
Janice Black,20,11,73,4,58
Marlin Kubica,97,45,46,10,32
Sandy Bell,78,92,0,93,32
Joel Anderson,52,21,63,77,55
Bertha Lawson,36,90,36,70,89
Mary Fuller,7,53,74,0,86
William Thomas,67,81,67,70,49
Stephanie Dodds,100,97,74,24,75
Sharon Brown,27,47,99,57,13
Howard Kunze,69,95,90,10,31
Sharon Johnson,27,46,98,30,63
James Miller,47,45,1,19,22
Liane Woll,59,80,77,23,52
Ben Ratliff,70,57,58,15,62
Laurel Rodriguez,94,59,68,41,33
James Allen,64,53,44,96,60
David Tucker,14,67,69,2,64
Jesse Bennett,54,89,14,37,38
Judy Babineaux,83,97,29,79,22
Lorretta Spieth,84,27,75,46,65
Sol Orlando,68,93,20,67,39
Mary Kleinman,81,13,60,3,50
Michael Lail,47,79,21,78,19
Cortney Walker,33,85,50,70,44
Derek Burtts,82,15,12,74,56
John Mercer,20,90,96,100,22
Lilia Romano,47,84,33,88,54
Douglas Kephart,94,56,72,88,24
David Dunlap,55,40,56,94,59
Orville Ceja,95,11,27,72,42
Andrew Steele,66,42,3,54,32
Laura Green,23,47,60,80,23
Maria Perez,42,36,99,94,33
Thomas Montford,48,3,26,10,74
Janet Henry,10,51,62,11,71
Judith Webb,12,79,96,100,46
Elva King,47,54,17,38,36
Thomas Llewellyn,24,36,23,46,0
Alba Mckinney,32,83,12,69,50
Samuel Hollingshead,68,42,28,36,14
Robert Rhea,5,6,74,86,46
Michael Vesely,18,18,89,83,41
Richard Nelsen,61,10,28,5,83
Christine Kluemper,28,1,35,47,28
Erin Crane,98,29,70,68,19
Anna Greene,76,48,55,82,87
Anthony Benson,20,61,51,60,59
Marjorie Henkel,40,76,61,90,60
Vernon Wilson,78,46,58,30,28
Herman Rhodes,26,87,46,39,88
Robert Ma,87,80,68,84,31
Curtis Dudley,82,94,59,59,10
James Russell,86,30,42,62,34
Mathew Files,13,27,27,61,61
Anthony Hernandez,9,31,43,89,31
Lillian Vigil,87,87,77,8,33
Johnny Farabaugh,48,2,94,24,46
Cherry Jones,1,86,33,95,3
Terry Acker,61,93,22,9,99
Rodolfo Gay,17,20,85,8,32
Cindy Bancroft,50,15,64,42,42
Nicolas Pena,86,45,23,0,27
Brigitte Salyers,11,57,85,9,7
Tori Debuhr,40,7,92,47,99
William Underwood,20,29,32,39,4
Clarence Bastilla,34,20,68,91,56
Kenneth Rodriguez,26,35,29,43,95
Ray Moore,0,44,56,51,81
Ophelia Rodriguez,0,100,44,77,33
Natalie Brown,69,35,55,33,66
Carson Benson,34,96,59,31,11
Suk Miller,22,39,64,35,58
Gregory Henderson,1,56,72,31,1
Roosevelt Brown,88,66,26,69,35
Alexander Strayer,86,36,26,24,62
Christopher Snow,93,42,52,75,40
Sandra Walls,46,78,86,16,20
Shirley Turner,59,42,98,34,41
Tamara Beabout,62,5,33,28,86
Vincent Vecker,62,21,52,28,42
Dana Reno,85,7,49,29,61
Christopher Holmes,90,70,69,72,20
Stanley Willis,60,36,29,34,71
Courtney Webb,74,0,27,90,48
Tammy Franklin,80,17,73,79,10
James Nelson,6,57,28,51,19
Mona Jacobson,65,23,8,5,84
Ronald Weisgerber,65,74,81,86,68
Eva Boone,62,17,67,71,98
James Mccomber,37,13,30,92,30
David Adams,21,19,93,12,46
Deborah Robinson,63,9,65,37,77
Barbara Day,26,28,74,78,36
Thelma Strode,46,72,48,34,77
Clara Starnes,35,0,2,52,92
Oscar Robinson,81,20,85,55,3
Vera Driver,90,24,33,14,51
Linh Fisher,22,66,15,56,38
Nancy Ledoux,8,37,39,87,85
Sterling Gullatt,80,5,79,94,74
Betty Smith,81,74,88,5,100
Olivia Hill,85,57,62,81,0
Sean Vaden,36,53,22,45,14
Ricky Garrison,9,28,28,56,29
Susan Wagnon,100,14,42,74,39
Tanisha Mcgrath,46,97,88,97,75
Tracy Rackley,66,59,50,29,67
Jeremy Adams,84,70,81,19,97
Lynnette Bakley,12,84,88,49,76
David Carter,43,4,5,36,73
James Davis,42,85,24,47,78
Virginia Fennell,50,41,45,15,60
Helen Lund,1,33,78,1,74
Shanta Riggins,50,29,48,31,18
Keith Johnson,71,24,55,89,10
Sheryl Morris,51,38,57,9,47
Roger Martinez,93,34,13,36,59
Bertie Cassidy,48,39,15,17,90
Terry Fleniken,55,23,34,73,62
Mark Orona,29,26,67,18,81
Douglas Stearns,60,35,26,44,52
Sylvia Vigil,54,16,75,46,47
Gary George,43,42,42,68,94
David Martin,3,11,13,43,35
Dennis Hill,69,47,63,81,55
Emily Gillespie,20,38,76,83,74
Jimmy Sagredo,13,67,7,44,88
Richard Sandi,26,34,19,93,91
Dwight Lesser,78,68,44,65,31
Janet Scallon,22,69,63,84,57
Norris Anderson,81,40,8,3,24
Whitney Rivera,43,32,2,87,78
Ann Jonas,20,92,63,92,67
Pam Capone,90,45,89,38,33
James Abbott,55,79,56,23,29
Judith Lane,36,57,77,66,25
Linda Lloyd,85,49,33,20,94
Timothy Santos,24,28,31,35,9
Benny Brunetti,5,47,75,51,40
Barbara Cruz,93,73,94,60,20
Estela Perez,64,8,21,39,52
Phillip Lawson,42,93,15,41,90
Oscar Geesey,41,84,26,27,42
Melissia Braxton,56,76,59,15,65
Benjamin Lewis,73,26,95,18,97
Darnell Pimentel,14,68,80,82,77
Maureen Smith,72,83,57,21,69
